height,height2,height3,FG3_attempted_by_minutes,FG3_attempted_by_minutes_1,FG3_attempted_by_minutes_2,FG3_attempted_by_minutes_3,position,position2
191,"0,325",0.32500000,"0,1735560589",0.17355606,"0,5073967075",0.50739671,Shooting guard,1
213,"0,875",0.87500000,"0,09304635762",0.09304636,"0,2720240123",0.27202401,Power forward,3
208,"0,75",0.75000000,"0,004484304933",0.00448430,"0,01311000937",0.01311001,Center,4
201,"0,575",0.57500000,"0,1687022901",0.16870229,"0,4932065587",0.49320656,Power forward,3
198,"0,5",0.50000000,"0,09133489461",0.09133489,"0,2670204953",0.26702050,Shooting guard,1
208,"0,75",0.75000000,0,0.00000000,0,0.00000000,Power forward,3
201,"0,575",0.57500000,"0,1343570058",0.13435701,"0,3927970179",0.39279702,Power forward,3
196,"0,45",0.45000000,"0,1666666667",0.16666667,"0,4872553483",0.48725535,Small forward,2
191,"0,325",0.32500000,"0,001082251082",0.00108225,"0,003163995767",0.00316400,Point guard,0
211,"0,825",0.82500000,"0,1718618366",0.17186184,"0,5024435942",0.50244359,Power forward,3
208,"0,75",0.75000000,"0,09248170326",0.09248170,"0,2703732272",0.27037323,Power forward,3
198,"0,5",0.50000000,"0,1100086281",0.11000863,"0,3216137544",0.32161375,Shooting guard,1
185,"0,175",0.17500000,"0,21875",0.21875000,"0,6395226446",0.63952264,Point guard,0
206,"0,7",0.70000000,"0,08804143126",0.08804143,"0,2573919495",0.25739195,Power forward,3
213,"0,875",0.87500000,"0,1361815754",0.13618158,"0,3981312057",0.39813121,Center,4
218,1,1.00000000,"0,251665433",0.25166543,"0,7357519692",0.73575197,Center,4
191,"0,325",0.32500000,"0,2662337662",0.26623377,"0,7783429588",0.77834296,Point guard,0
196,"0,45",0.45000000,0,0.00000000,0,0.00000000,Shooting guard,1
213,"0,875",0.87500000,"0,2399035564",0.23990356,"0,7013657455",0.70136575,Power forward,3
188,"0,25",0.25000000,"0,3077930583",0.30779306,"0,8998428828",0.89984288,Point guard,0
196,"0,45",0.45000000,"0,02152080344",0.02152080,"0,06291675945",0.06291676,Shooting guard,1
193,"0,375",0.37500000,"0,04289940828",0.04289941,"0,1254177967",0.12541780,Point guard,0
196,"0,45",0.45000000,"0,07092198582",0.07092199,"0,2073427014",0.20734270,Shooting guard,1
198,"0,5",0.50000000,"0,1524105754",0.15241058,"0,4455772079",0.44557721,Shooting guard,1
196,"0,45",0.45000000,"0,001388888889",0.00138889,"0,004060461236",0.00406046,Shooting guard,1
208,"0,75",0.75000000,"0,159122085",0.15912209,"0,4651985216",0.46519852,Center,4
211,"0,825",0.82500000,"0,1050691244",0.10506912,"0,3071729568",0.30717296,Power forward,3
211,"0,825",0.82500000,"0,1003861004",0.10038610,"0,2934819858",0.29348199,Center,4
208,"0,75",0.75000000,"0,1882716049",0.18827160,"0,5504180784",0.55041808,Power forward,3
213,"0,875",0.87500000,"0,02127659574",0.02127660,"0,0622028104",0.06220281,Center,4
201,"0,575",0.57500000,"0,0526119403",0.05261194,"0,1538126958",0.15381270,Power forward,3
203,"0,625",0.62500000,"0,07374100719",0.07374101,"0,2155842008",0.21558420,Power forward,3
203,"0,625",0.62500000,"0,0303030303",0.03030303,"0,08859188149",0.08859188,Small forward,2
202,"0,6",0.60000000,"0,1241084165",0.12410842,"0,3628349382",0.36283494,Small forward,2
198,"0,5",0.50000000,"0,08674827036",0.08674827,"0,2536113521",0.25361135,Shooting guard,1
191,"0,325",0.32500000,"0,1551724138",0.15517241,"0,4536515311",0.45365153,Point guard,0
201,"0,575",0.57500000,"0,08829712684",0.08829713,"0,2581394837",0.25813948,Small forward,2
211,"0,825",0.82500000,"0,1243243243",0.12432432,"0,3634661516",0.36346615,Center,4
194,"0,4",0.40000000,"0,2010886968",0.20108870,"0,5878892579",0.58788926,Point guard,0
198,"0,5",0.50000000,"0,1480920654",0.14809207,"0,4329519054",0.43295191,Shooting guard,1
211,"0,825",0.82500000,"0,1526946108",0.15269461,"0,4464075946",0.44640759,Center,4
211,"0,825",0.82500000,"0,004893964111",0.00489396,"0,01430766112",0.01430766,Power forward,3
213,"0,875",0.87500000,"0,008695652174",0.00869565,"0,02542201817",0.02542202,Center,4
193,"0,375",0.37500000,"0,009322033898",0.00932203,"0,02725326524",0.02725327,Shooting guard,1
206,"0,7",0.70000000,"0,02857142857",0.02857143,"0,08352948826",0.08352949,Power forward,3
208,"0,75",0.75000000,0,0.00000000,0,0.00000000,Center,4
188,"0,25",0.25000000,"0,1409395973",0.14093960,"0,4120414354",0.41204144,Shooting guard,1
188,"0,25",0.25000000,"0,1351351351",0.13513514,"0,3950719039",0.39507190,Point guard,0
213,"0,875",0.87500000,"0,1502860114",0.15028601,"0,4393659769",0.43936598,Center,4
190,"0,3",0.30000000,"0,1130346232",0.11303462,"0,3304603481",0.33046035,Point guard,0
206,"0,7",0.70000000,"0,09620991254",0.09620991,"0,2812727666",0.28127277,Power forward,3
191,"0,325",0.32500000,"0,1250770179",0.12507702,"0,3656666755",0.36566668,Point guard,0
185,"0,175",0.17500000,"0,1802469136",0.18024691,"0,5269576359",0.52695764,Point guard,0
196,"0,45",0.45000000,"0,07100591716",0.07100592,"0,2075880774",0.20758808,Point guard,0
180,"0,05",0.05000000,"0,1031746032",0.10317460,"0,3016342633",0.30163426,Point guard,0
193,"0,375",0.37500000,"0,2296296296",0.22962963,"0,6713295908",0.67132959,Point guard,0
201,"0,575",0.57500000,"0,02266288952",0.02266289,"0,06625568475",0.06625568,Small forward,2
203,"0,625",0.62500000,"0,1712779974",0.17127800,"0,5007367216",0.50073672,Power forward,3
191,"0,325",0.32500000,"0,006060606061",0.00606061,"0,0177183763",0.01771838,Shooting guard,1
196,"0,45",0.45000000,"0,1307692308",0.13076923,"0,3823080426",0.38230804,Shooting guard,1
193,"0,375",0.37500000,"0,0662055336",0.06620553,"0,193554002",0.19355400,Shooting guard,1
201,"0,575",0.57500000,0,0.00000000,0,0.00000000,Shooting guard,1
196,"0,45",0.45000000,"0,2574257426",0.25742574,"0,7525924191",0.75259242,Shooting guard,1
206,"0,7",0.70000000,"0,1795774648",0.17957746,"0,5250004809",0.52500048,Small forward,2
201,"0,575",0.57500000,0,0.00000000,0,0.00000000,Small forward,2
204,"0,65",0.65000000,"0,002857142857",0.00285714,"0,008352948826",0.00835295,Small forward,2
178,0,0.00000000,"0,125",0.12500000,"0,3654415112",0.36544151,Point guard,0
202,"0,6",0.60000000,"0,1946308725",0.19463087,"0,5690096013",0.56900960,Small forward,2
191,"0,325",0.32500000,"0,1213872832",0.12138728,"0,3548796177",0.35487962,Shooting guard,1
206,"0,7",0.70000000,"0,118694362",0.11869436,"0,3470067761",0.34700678,Center,4
199,"0,525",0.52500000,"0,1535087719",0.15350877,"0,4487878207",0.44878782,Shooting guard,1
213,"0,875",0.87500000,"0,2",0.20000000,"0,5847064179",0.58470642,Center,4
206,"0,7",0.70000000,"0,2169167804",0.21691678,"0,6341631682",0.63416317,Power forward,3
211,"0,825",0.82500000,"0,1292428198",0.12924282,"0,377845531",0.37784553,Center,4
211,"0,825",0.82500000,0,0.00000000,0,0.00000000,Power forward,3
207,"0,725",0.72500000,"0,1275100402",0.12751004,"0,3727796942",0.37277969,Power forward,3
196,"0,45",0.45000000,"0,214893617",0.21489362,"0,6282483851",0.62824839,Point guard,0
201,"0,575",0.57500000,"0,2063492063",0.20634921,"0,6032685262",0.60326853,Small forward,2
196,"0,45",0.45000000,"0,1953537487",0.19535375,"0,5711229531",0.57112295,Small forward,2
193,"0,375",0.37500000,"0,246969697",0.24696970,"0,7220238343",0.72202383,Shooting guard,1
196,"0,45",0.45000000,"0,1207115629",0.12071156,"0,3529041277",0.35290413,Shooting guard,1
180,"0,05",0.05000000,"0,08875739645",0.08875740,"0,2594850967",0.25948510,Point guard,0
199,"0,525",0.52500000,"0,1196581197",0.11965812,"0,3498243527",0.34982435,Small forward,2
185,"0,175",0.17500000,"0,1204410517",0.12044105,"0,3521132795",0.35211328,Point guard,0
218,1,1.00000000,"0,08316221766",0.08316222,"0,243127412",0.24312741,Center,4
186,"0,2",0.20000000,"0,06816421379",0.06816421,"0,1992802664",0.19928027,Point guard,0
203,"0,625",0.62500000,"0,053125",0.05312500,"0,1553126422",0.15531264,Power forward,3
198,"0,5",0.50000000,0,0.00000000,0,0.00000000,Shooting guard,1
203,"0,625",0.62500000,"0,0641025641",0.06410256,"0,1874059032",0.18740590,Power forward,3
208,"0,75",0.75000000,0,0.00000000,0,0.00000000,Power forward,3
198,"0,5",0.50000000,"0,07194244604",0.07194245,"0,2103260496",0.21032605,Power forward,3
206,"0,7",0.70000000,0,0.00000000,0,0.00000000,Center,4
198,"0,5",0.50000000,"0,05555555556",0.05555556,"0,1624184494",0.16241845,Small forward,2
206,"0,7",0.70000000,"0,06341463415",0.06341463,"0,1853947179",0.18539472,Power forward,3
191,"0,325",0.32500000,"0,06896551724",0.06896552,"0,2016229027",0.20162290,Shooting guard,1
196,"0,45",0.45000000,"0,11",0.11000000,"0,3215885298",0.32158853,Power forward,3
192,"0,35",0.35000000,"0,06106870229",0.06106870,"0,1785363108",0.17853631,Point guard,0
208,"0,75",0.75000000,"0,04294478528",0.04294479,"0,1255504578",0.12555046,Power forward,3
201,"0,575",0.57500000,"0,07751937984",0.07751938,"0,2266303945",0.22663039,Small forward,2
206,"0,7",0.70000000,"0,08661417323",0.08661417,"0,2532193148",0.25321931,Power forward,3
216,"0,95",0.95000000,"0,05120167189",0.05120167,"0,1496897308",0.14968973,Center,4
194,"0,4",0.40000000,"0,02521008403",0.02521008,"0,07370248964",0.07370249,Shooting guard,1
200,"0,55",0.55000000,"0,02702702703",0.02702703,"0,0790143808",0.07901438,Small forward,2
211,"0,825",0.82500000,"0,06532663317",0.06532663,"0,1909845084",0.19098451,Center,4
203,"0,625",0.62500000,"0,01652892562",0.01652893,"0,04832284445",0.04832284,Small forward,2
189,"0,275",0.27500000,"0,06709265176",0.06709265,"0,1961475204",0.19614752,Point guard,0
188,"0,25",0.25000000,"0,05586592179",0.05586592,"0,1633258151",0.16332582,Shooting guard,1
203,"0,625",0.62500000,"0,1327433628",0.13274336,"0,3880794808",0.38807948,Power forward,3
198,"0,5",0.50000000,"0,01030927835",0.01030928,"0,03013950607",0.03013951,Shooting guard,1
202,"0,6",0.60000000,"0,04316546763",0.04316547,"0,1261956298",0.12619563,Small forward,2
201,"0,575",0.57500000,"0,06741573034",0.06741573,"0,197092051",0.19709205,Small forward,2
194,"0,4",0.40000000,"0,02280130293",0.02280130,"0,0666603408",0.06666034,Shooting guard,1
191,"0,325",0.32500000,"0,1588310038",0.15883100,"0,4643475364",0.46434754,Point guard,0
216,"0,95",0.95000000,0,0.00000000,0,0.00000000,Center,4
193,"0,375",0.37500000,"0,1043478261",0.10434783,"0,3050642181",0.30506422,Shooting guard,1
206,"0,7",0.70000000,"0,06617647059",0.06617647,"0,1934690353",0.19346904,Power forward,3
196,"0,45",0.45000000,"0,03582089552",0.03582090,"0,1047235375",0.10472354,Shooting guard,1
188,"0,25",0.25000000,"0,01923076923",0.01923077,"0,05622177095",0.05622177,Point guard,0
210,"0,8",0.80000000,"0,01801801802",0.01801802,"0,05267625387",0.05267625,Center,4
191,"0,325",0.32500000,"0,12",0.12000000,"0,3508238507",0.35082385,Point guard,0
198,"0,5",0.50000000,"0,05202312139",0.05202312,"0,1520912648",0.15209126,Power Forward,3
213,"0,875",0.87500000,0,0.00000000,0,0.00000000,Center,4
191,"0,325",0.32500000,"0,07128309572",0.07128310,"0,2083984178",0.20839842,Shooting guard,1
196,"0,45",0.45000000,"0,02136752137",0.02136752,"0,0624686344",0.06246863,Shooting guard,1
203,"0,625",0.62500000,"0,1632653061",0.16326531,"0,4773113615",0.47731136,Small forward,2
206,"0,7",0.70000000,"0,01666666667",0.01666667,"0,04872553483",0.04872553,Power forward,3
206,"0,7",0.70000000,"0,127293578",0.12729358,"0,3721468601",0.37214686,Power forward,3
214,"0,9",0.90000000,0,0.00000000,0,0.00000000,Center,4
185,"0,175",0.17500000,"0,08",0.08000000,"0,2338825672",0.23388257,Point guard,0
194,"0,4",0.40000000,"0,08633093525",0.08633094,"0,2523912595",0.25239126,Point guard,0
203,"0,625",0.62500000,"0,04666666667",0.04666667,"0,1364314975",0.13643150,Small forward,2
216,"0,95",0.95000000,0,0.00000000,0,0.00000000,Center,4
196,"0,45",0.45000000,"0,1709401709",0.17094017,"0,499749075",0.49974907,Point guard,0
206,"0,7",0.70000000,"0,02545454545",0.02545455,"0,07441718044",0.07441718,Power forward,3
195,"0,425",0.42500000,"0,07100591716",0.07100592,"0,2075880774",0.20758808,Point guard,0
185,"0,175",0.17500000,"0,05714285714",0.05714286,"0,1670589765",0.16705898,Point guard,0
196,"0,45",0.45000000,0,0.00000000,0,0.00000000,Shooting guard,1
203,"0,625",0.62500000,"0,006944444444",0.00694444,"0,02030230618",0.02030231,Power forward,3
210,"0,8",0.80000000,"0,03521126761",0.03521127,"0,1029412708",0.10294127,Power forward,3
185,"0,175",0.17500000,"0,05976095618",0.05976096,"0,1747130731",0.17471307,Point guard,0
208,"0,75",0.75000000,"0,02590673575",0.02590674,"0,0757391733",0.07573917,Center,4
206,"0,7",0.70000000,"0,01694915254",0.01694915,"0,04955139134",0.04955139,Small forward,2
191,"0,325",0.32500000,"0,1378958121",0.13789581,"0,4031428317",0.40314283,Point guard,0
191,"0,325",0.32500000,"0,06818181818",0.06818182,"0,1993317334",0.19933173,Point guard,0
193,"0,375",0.37500000,"0,03812316716",0.03812317,"0,1114543025",0.11145430,Small forward,2
206,"0,7",0.70000000,0,0.00000000,0,0.00000000,Small forward,2
189,"0,275",0.27500000,"0,1349206349",0.13492063,"0,3944448057",0.39444481,Point guard,0
198,"0,5",0.50000000,"0,1383647799",0.13836478,"0,4045138741",0.40451387,Point guard,0
203,"0,625",0.62500000,"0,2566371681",0.25663717,"0,7502869963",0.75028700,Power forward,3
188,"0,25",0.25000000,0,0.00000000,0,0.00000000,Point guard,0
193,"0,375",0.37500000,"0,1623376623",0.16233766,"0,4745993651",0.47459937,Shooting guard,1
198,"0,5",0.50000000,"0,07086614173",0.07086614,"0,2071794394",0.20717944,Small forward,2
203,"0,625",0.62500000,"0,02985074627",0.02985075,"0,08726961461",0.08726961,Power forward,3
199,"0,525",0.52500000,"0,04545454545",0.04545455,"0,1328878222",0.13288782,Small forward,2
206,"0,7",0.70000000,"0,07462686567",0.07462687,"0,2181740365",0.21817404,Power forward,3
